GLB_HDR   - EVT COUNT   : 00000000 GEO      : 0000001f 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000000 MEASURE : 0007bcc0 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000001 MEASURE : 0007cbca 
GLB_TRL   - STATUS      : 00000000 WCOUNT   : 00000004 GEO     : 0000001f 
GLB_HDR   - EVT COUNT   : 00000001 GEO      : 0000001f 
  TDC_ERR - TDC         : 00000000 ERR FLAGS: 00000000 
GLB_TRL   - STATUS      : 00000001 WCOUNT   : 00000003 GEO     : 0000001f 
  FILLER  - 
GLB_HDR   - EVT COUNT   : 00000002 GEO      : 0000001f 
  TDC_ERR - TDC         : 00000000 ERR FLAGS: 00000000 
GLB_TRL   - STATUS      : 00000001 WCOUNT   : 00000003 GEO     : 0000001f 
  FILLER  - 
GLB_HDR   - EVT COUNT   : 00000003 GEO      : 0000001f 
  TDC_ERR - TDC         : 00000000 ERR FLAGS: 00000000 
GLB_TRL   - STATUS      : 00000001 WCOUNT   : 00000003 GEO     : 0000001f 
  FILLER  - 
GLB_HDR   - EVT COUNT   : 00000004 GEO      : 0000001f 
  TDC_ERR - TDC         : 00000000 ERR FLAGS: 00000000 
GLB_TRL   - STATUS      : 00000001 WCOUNT   : 00000003 GEO     : 0000001f 
  FILLER  - 
GLB_HDR   - EVT COUNT   : 00000005 GEO      : 0000001f 
  TDC_ERR - TDC         : 00000000 ERR FLAGS: 00000000 
GLB_TRL   - STATUS      : 00000001 WCOUNT   : 00000003 GEO     : 0000001f 
  FILLER  - 
GLB_HDR   - EVT COUNT   : 00000006 GEO      : 0000001f 
  TDC_ERR - TDC         : 00000000 ERR FLAGS: 00000000 
GLB_TRL   - STATUS      : 00000001 WCOUNT   : 00000003 GEO     : 0000001f 
  FILLER  - 
GLB_HDR   - EVT COUNT   : 00000007 GEO      : 0000001f 
  TDC_ERR - TDC         : 00000000 ERR FLAGS: 00000000 
GLB_TRL   - STATUS      : 00000001 WCOUNT   : 00000003 GEO     : 0000001f 
  FILLER  - 
GLB_HDR   - EVT COUNT   : 00000008 GEO      : 0000001f 
  TDC_ERR - TDC         : 00000000 ERR FLAGS: 00000000 
GLB_TRL   - STATUS      : 00000001 WCOUNT   : 00000003 GEO     : 0000001f 
  FILLER  - 
GLB_HDR   - EVT COUNT   : 00000000 GEO      : 0000001f 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000000 MEASURE : 001ee0cd 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000001 MEASURE : 001eefcf 
GLB_TRL   - STATUS      : 00000000 WCOUNT   : 00000004 GEO     : 0000001f 
GLB_HDR   - EVT COUNT   : 00000001 GEO      : 0000001f 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000000 MEASURE : 00094da2 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000001 MEASURE : 00095c7a 
GLB_TRL   - STATUS      : 00000000 WCOUNT   : 00000004 GEO     : 0000001f 
GLB_HDR   - EVT COUNT   : 00000002 GEO      : 0000001f 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000000 MEASURE : 00135a06 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000001 MEASURE : 001368ee 
GLB_TRL   - STATUS      : 00000000 WCOUNT   : 00000004 GEO     : 0000001f 
GLB_HDR   - EVT COUNT   : 00000003 GEO      : 0000001f 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000000 MEASURE : 001dcf11 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000001 MEASURE : 001dddf3 
GLB_TRL   - STATUS      : 00000000 WCOUNT   : 00000004 GEO     : 0000001f 
GLB_HDR   - EVT COUNT   : 00000004 GEO      : 0000001f 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000000 MEASURE : 0007e814 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000001 MEASURE : 0007f6f2 
GLB_TRL   - STATUS      : 00000000 WCOUNT   : 00000004 GEO     : 0000001f 
GLB_HDR   - EVT COUNT   : 00000005 GEO      : 0000001f 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000000 MEASURE : 0011fdda 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000001 MEASURE : 00120cc6 
GLB_TRL   - STATUS      : 00000000 WCOUNT   : 00000004 GEO     : 0000001f 
GLB_HDR   - EVT COUNT   : 00000006 GEO      : 0000001f 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000000 MEASURE : 001c2b15 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000001 MEASURE : 001c39f9 
GLB_TRL   - STATUS      : 00000000 WCOUNT   : 00000004 GEO     : 0000001f 
GLB_HDR   - EVT COUNT   : 00000007 GEO      : 0000001f 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000000 MEASURE : 00065315 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000001 MEASURE : 00066227 
GLB_TRL   - STATUS      : 00000000 WCOUNT   : 00000004 GEO     : 0000001f 
GLB_HDR   - EVT COUNT   : 00000008 GEO      : 0000001f 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000000 MEASURE : 0010b288 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000001 MEASURE : 0010c184 
GLB_TRL   - STATUS      : 00000000 WCOUNT   : 00000004 GEO     : 0000001f 
GLB_HDR   - EVT COUNT   : 00000009 GEO      : 0000001f 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000000 MEASURE : 001ac3d0 
  TDC_MSR - TRAILING    : 00000000 CH       : 00000001 MEASURE : 001ad2dd 
